"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"UH7QSH2PZH6NH3X5","JRTCKXETXF","UH7QSH2PZH6NH3X5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Bulk-Retrieval-Bytes:IntDAARestoreObject in EU (Paris)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"INT-DAA-RestoreObject","Bulk INT Retrieval",,,,,,"EUW3-Bulk-Retrieval-Bytes","IntDAARestoreObject",,,,"eu-west-3","Amazon Simple Storage Service",
"UH93QGM9JCPVSDFX","JRTCKXETXF","UH93QGM9JCPVSDFX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB  - Asia Pacific (Jakarta) Data Transfer for Replication Time Control to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Jakarta)","AWS Region","Asia Pacific (Osaka)","AWS Region","APS4-APN3-S3RTC-Out-Bytes","",,"ap-southeast-3",,,"Amazon Simple Storage Service","ap-northeast-3"
"UHNX8PPAHFWXEKB6","JRTCKXETXF","UHNX8PPAHFWXEKB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Stockholm) InterRegion Outbound Base Data Transfer for MRAP to Canada (Central)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Stockholm)","AWS Region","Canada (Central)","AWS Region","EUN1-CAN1-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-north-1",,,"Amazon Simple Storage Service","ca-central-1"
"UJ844B8DVMQUFJQP","JRTCKXETXF","UJ844B8DVMQUFJQP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","2023-07-01","0","Inf","Requests","0.0000050000","USD","API Request","AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-Tier1","PUT/COPY/POST or LIST requests",,,,,,"APS3-Requests-Tier1","",,,,"ap-south-1","Amazon Simple Storage Service",
"UJ8Q5TWRTPX4XVHS","JRTCKXETXF","UJ8Q5TWRTPX4XVHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Europe (Spain) Data Transfer for Replication Time Control to Middle East (UAE)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Europe (Spain)","AWS Region","Middle East (UAE)","AWS Region","EUS2-MEC1-S3RTC-In-Bytes","",,"eu-south-2",,,"Amazon Simple Storage Service","me-central-1"
"UJBF4DEZCKZTR564","JRTCKXETXF","UJBF4DEZCKZTR564.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to EU (Ireland)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","EU (Ireland)","AWS Region","EU-APS1-S3RTC-In-Bytes","",,"ap-southeast-1",,,"Amazon Simple Storage Service","eu-west-1"
"UJKTMX5GR4JD4TWF","JRTCKXETXF","UJKTMX5GR4JD4TWF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0044 per 10,000 GET and all other requests from Glacier","2023-07-01","0","Inf","Requests","0.0000004400","USD",,"AmazonS3","Middle East (Bahrain)","AWS Region",,,,,,"S3-API-GDA-Tier2","GET and all other requests to GDA",,,,,,"MES1-Requests-GDA-Tier2","",,,,"me-south-1","Amazon Simple Storage Service",
"UJR475XD5QZG5S3Z","JRTCKXETXF","UJR475XD5QZG5S3Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month of storage used in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Storage","AmazonS3","Asia Pacific (Melbourne)","AWS Region","99.9%","Infrequent Access","Standard - Infrequent Access",,,,,,,,,,"APS6-TimedStorage-SIA-ByteHrs","","99.999999999%",,,"ap-southeast-4","Amazon Simple Storage Service",
"UJXJCP3BW67J8MYX","JRTCKXETXF","UJXJCP3BW67J8MYX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00400 per GB - for bytes scanned by S3 Select in Intelligent - Tiering","2023-07-01","0","Inf","GB","0.0040000000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,,,"S3-API-INT-Select-Scanned","Data Scanned by S3 Select in Intelligent-Tiering",,,,,,"SAE1-Select-Scanned-INT-Bytes","",,,,"sa-east-1","Amazon Simple Storage Service",
"UK9DAAWGM3XYT2MY","JRTCKXETXF","UK9DAAWGM3XYT2MY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to Asia Pacific (Sydney)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Middle East (Bahrain)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS2-MES1-S3RTC-In-Bytes","",,"me-south-1",,,"Amazon Simple Storage Service","ap-southeast-2"
"UKAEJ7D2H2J62ZXQ","JRTCKXETXF","UKAEJ7D2H2J62ZXQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0036 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in US East (Ohio)","2023-07-01","0","Inf","Gigabyte Month","0.0036000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringArchiveAccess",,,,,,,,,,"USE2-TimedStorage-INT-AA-ByteHrs","","N/A",,,"us-east-2","Amazon Simple Storage Service",
"UKG8HZSQD9GGRA7P","JRTCKXETXF","UKG8HZSQD9GGRA7P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Europe (Zurich)","AWS Region",,,,,,"S3-API-ZIA-Retrieval","Object Retrieval in One Zone-Infrequent Access",,,,,,"EUC2-Retrieval-ZIA","",,,,"eu-central-2","Amazon Simple Storage Service",
"UKGFP93W297KD434","JRTCKXETXF","UKGFP93W297KD434.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Seoul) InterRegion Outbound Base Data Transfer for MRAP to EU (Paris)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","EU (Paris)","AWS Region","APN2-EUW3-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-northeast-2",,,"Amazon Simple Storage Service","eu-west-3"
"UKKGF9BZQ5EYZBXH","JRTCKXETXF","UKKGF9BZQ5EYZBXH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Seoul) InterRegion Inbound Base Data Transfer for MRAP to EU (Ireland)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","EU (Ireland)","AWS Region","EU-APN2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-northeast-2",,,"Amazon Simple Storage Service","eu-west-1"
"UKQFSDXDZSTWTQG2","JRTCKXETXF","UKQFSDXDZSTWTQG2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Paris) Data Transfer for Replication Time Control to US East (N. Virginia)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Paris)","AWS Region","US East (N. Virginia)","AWS Region","USE1-EUW3-S3RTC-In-Bytes","",,"eu-west-3",,,"Amazon Simple Storage Service","us-east-1"
"UKSK5PAGAMCDZGYZ","JRTCKXETXF","UKSK5PAGAMCDZGYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0100000000","USD","Fee","AmazonS3","US East (N. Virginia)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"TimedStorage-ZIA-SmObjects","",,,,"us-east-1","Amazon Simple Storage Service",
"UKTU8X6Y5BERHF6J","JRTCKXETXF","UKTU8X6Y5BERHF6J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (N. California) Data Transfer for Replication Time Control to Canada (Central)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Canada (Central)","AWS Region","CAN1-USW1-S3RTC-In-Bytes","",,"us-west-1",,,"Amazon Simple Storage Service","ca-central-1"
"UKUDDFBHUB2AUWPH","JRTCKXETXF","UKUDDFBHUB2AUWPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 10,000 GET and all other requests to Standard-Infrequent Access","2023-07-01","0","Inf","Requests","0.0000010000","USD","API Request","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,,,"S3-API-SIA-Tier2","GET and all other requests  to Standard-Infrequent Access",,,,,,"APN2-Requests-SIA-Tier2","",,,,"ap-northeast-2","Amazon Simple Storage Service",
"UKUKPFY37QQSCQ7M","JRTCKXETXF","UKUKPFY37QQSCQ7M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per GB - Standard retrieval fee","2023-07-01","0","Inf","GB","0.0120000000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,"S3-Standard-Retrieval","Fee for Standard Retrieval of data stored",,,,,,,,"EUC1-Standard-Retrieval-Bytes","RestoreObject",,,,"eu-central-1","Amazon Simple Storage Service",
"UM2HFXBXY9A627X6","JRTCKXETXF","UM2HFXBXY9A627X6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Outbound Base Data Transfer for MRAP to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","EU (Stockholm)","AWS Region","APS3-EUN1-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","eu-north-1"
"UM52RXEZVA3YU63Z","JRTCKXETXF","UM52RXEZVA3YU63Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Tokyo) InterRegion Inbound Base Data Transfer for MRAP to South America (Sao Paulo)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","South America (Sao Paulo)","AWS Region","SAE1-APN1-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-northeast-1",,,"Amazon Simple Storage Service","sa-east-1"
"UMHS42HQRXCX35Z3","JRTCKXETXF","UMHS42HQRXCX35Z3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","USE1-APE1-S3RTC-Out-Bytes","",,"us-east-1",,,"Amazon Simple Storage Service","ap-east-1"
"UMNK9GJPU7B7DV8R","JRTCKXETXF","UMNK9GJPU7B7DV8R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0055 per GB-Month prorated for small objects deleted or overwritten before 90 days in Glacier Instant Retrieval","2023-07-01","0","Inf","GB-Mo","0.0055000000","USD",,"AmazonS3","Europe (Zurich)","AWS Region",,,,"S3:EarlyDelete-GIR-SmallObjects","Pro-rated fee for small objects deleted before 90 days in Glacier Instant Retrieval volume",,,,,,,,"EUC2-EarlyDelete-GIR-SmObjects","",,,,"eu-central-2","Amazon Simple Storage Service",
"UMQCAPGWKXNADWGX","JRTCKXETXF","UMQCAPGWKXNADWGX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0054 per 1,000 UploadPart for Replication Time Control to Glacier","2023-07-01","0","Inf","Requests","0.0000054000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","UploadPart for Replication Time Control to Glacier",,,,,,"EUC1-Requests-GLACIER-Tier1","UploadPartReplTime",,,,"eu-central-1","Amazon Simple Storage Service",
"UN42QWUK8P6F3DTJ","JRTCKXETXF","UN42QWUK8P6F3DTJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier","2023-07-01","0","Inf","GB-Mo","0.0200000000","USD","Storage","AmazonS3","AWS GovCloud (US-East)","AWS Region","N/A","Intelligent-Tiering","Intelligent-Tiering Infrequent Access",,,,,,,,,,"UGE1-TimedStorage-INT-IA-ByteHrs","","N/A",,,"us-gov-east-1","Amazon Simple Storage Service",
"UNQ5N933X52XA7SG","JRTCKXETXF","UNQ5N933X52XA7SG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.011 per GB-Month of storage used in One Zone-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0110000000","USD","Storage","AmazonS3","Asia Pacific (Hong Kong)","AWS Region","99.5%","Infrequent Access","One Zone - Infrequent Access",,,,,,,,,,"APE1-TimedStorage-ZIA-ByteHrs","","99.999999999%",,,"ap-east-1","Amazon Simple Storage Service",
"UNR9BMJ9KQBRCJCT","JRTCKXETXF","UNR9BMJ9KQBRCJCT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in US West (Oregon)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","US West (Oregon)","AWS Region",,,,,,"S3-API-INT-AA-TIER5","Bulk INT Restore Requests",,,,,,"USW2-Requests-INT-AA-Tier5","RestoreObjectBulk",,,,"us-west-2","Amazon Simple Storage Service",
"UNU3XQJQE22KVNEJ","JRTCKXETXF","UNU3XQJQE22KVNEJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00275 per GB - Bulk Select Data Returned Bytes","2023-07-01","0","Inf","GB","0.0027500000","USD","Fee","AmazonS3","Middle East (UAE)","AWS Region",,,,"S3-Bulk-Select-Returned","Fee for Select Data Returned using Bulk tier",,,,,,,,"MEC1-Bulk-Select-Returned-Bytes","",,,,"me-central-1","Amazon Simple Storage Service",
"UPH6V3FZTVMENHYC","JRTCKXETXF","UPH6V3FZTVMENHYC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - South America (Sao Paulo) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","SAE1-APS3-MRAP-Out-Bytes","MRAP-Dtransfer",,"sa-east-1",,,"Amazon Simple Storage Service","ap-south-1"
"UPK6KKM3YUM976W8","JRTCKXETXF","UPK6KKM3YUM976W8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Frankfurt) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Singapore)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS1-EUC1-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-central-1",,,"Amazon Simple Storage Service","ap-southeast-1"
"UPNVG24TZM67QCBT","JRTCKXETXF","UPNVG24TZM67QCBT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.033 per 1,000 CompleteMultipartUpload for Replication Time Control to Glacier","2023-07-01","0","Inf","Requests","0.0000330000","USD",,"AmazonS3","EU (Stockholm)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CompleteMultipartUpload for Replication Time Control to Glacier",,,,,,"EUN1-Requests-GLACIER-Tier1","CompleteMultipartUploadReplTime",,,,"eu-north-1","Amazon Simple Storage Service",
"UPP739N2UQFWYDZK","JRTCKXETXF","UPP739N2UQFWYDZK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Milan) Data Transfer for Replication Time Control to Africa (Cape Town)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Milan)","AWS Region","Africa (Cape Town)","AWS Region","AFS1-EUS1-S3RTC-In-Bytes","",,"eu-south-1",,,"Amazon Simple Storage Service","af-south-1"
"UPT7A5UZESUFDZBG","JRTCKXETXF","UPT7A5UZESUFDZBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0105 per GB-Mo for TimedStorage-ZIA-SmObjects in Milan","2023-07-01","0","Inf","GB-Mo","0.0105000000","USD","Fee","AmazonS3","EU (Milan)","AWS Region",,,,"S3-Storage-ZIA-SmObject","Fee for storing small objects (<128KB) in ZIA Storage",,,,,,,,"EUS1-TimedStorage-ZIA-SmObjects","",,,,"eu-south-1","Amazon Simple Storage Service",
"UPTAS7HUHUF4UF38","JRTCKXETXF","UPTAS7HUHUF4UF38.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per 10,000 GET and all other requests to Intelligent-Tiering","2023-07-01","0","Inf","Requests","0.0000004200","USD",,"AmazonS3","EU (Paris)","AWS Region",,,,,,"S3-API-INT-Tier2","GET and all other requests to Intelligent-Tiering",,,,,,"EUW3-Requests-INT-Tier2","",,,,"eu-west-3","Amazon Simple Storage Service",
"UQGGAYXTDUN7HDZF","JRTCKXETXF","UQGGAYXTDUN7HDZF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Osaka) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Osaka)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN3-APS3-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-northeast-3",,,"Amazon Simple Storage Service","ap-south-1"
"UQP67AMQRERQ7BW8","JRTCKXETXF","UQP67AMQRERQ7BW8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (London) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Tokyo)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EUW2-APN1-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-west-2",,,"Amazon Simple Storage Service","ap-northeast-1"
"UR2ABE48AFSBACTR","JRTCKXETXF","UR2ABE48AFSBACTR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Paris) Data Transfer for Replication Time Control to Africa (Cape Town)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Paris)","AWS Region","Africa (Cape Town)","AWS Region","EUW3-AFS1-S3RTC-Out-Bytes","",,"eu-west-3",,,"Amazon Simple Storage Service","af-south-1"
"UR5VZXK2Z8ZKFA63","JRTCKXETXF","UR5VZXK2Z8ZKFA63.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Paris) Data Transfer for Replication Time Control to EU (Milan)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Paris)","AWS Region","EU (Milan)","AWS Region","EUW3-EUS1-S3RTC-Out-Bytes","",,"eu-west-3",,,"Amazon Simple Storage Service","eu-south-1"
"URQE9XPHCGF38FQX","JRTCKXETXF","URQE9XPHCGF38FQX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0138 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access","2023-07-01","0","Inf","GB-Mo","0.0138000000","USD","Fee","AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,"S3:EarlyDelete-SIA","Pro-rated fee for objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"APN3-EarlyDelete-SIA","",,,,"ap-northeast-3","Amazon Simple Storage Service",
"URVT8N5D263YJSEF","JRTCKXETXF","URVT8N5D263YJSEF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB  - Europe (Zurich) Data Transfer for Replication Time Control to Asia Pacific (Jakarta)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Europe (Zurich)","AWS Region","Asia Pacific (Jakarta)","AWS Region","EUC2-APS4-S3RTC-Out-Bytes","",,"eu-central-2",,,"Amazon Simple Storage Service","ap-southeast-3"
"URYY4PYBKPAJXKVK","JRTCKXETXF","URYY4PYBKPAJXKVK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering","2023-07-01","0","Inf","Requests","0.0000050000","USD",,"AmazonS3","US West (Oregon)","AWS Region",,,,,,"S3-API-INT-Tier1","PUT/COPY/POST or LIST requests to Intelligent-Tiering",,,,,,"USW2-Requests-INT-Tier1","",,,,"us-west-2","Amazon Simple Storage Service",
"US4JUW532F894UZ2","JRTCKXETXF","US4JUW532F894UZ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - US West (Oregon) InterRegion Outbound Base Data Transfer for MRAP to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","EU (Frankfurt)","AWS Region","USW2-EUC1-MRAP-Out-Bytes","MRAP-Dtransfer",,"us-west-2",,,"Amazon Simple Storage Service","eu-central-1"
"US822NRH2WZVMJST","JRTCKXETXF","US822NRH2WZVMJST.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","AWS GovCloud (US-East)","AWS Region",,,,,,"S3-API-ZIA-Retrieval","Object Retrieval in One Zone-Infrequent Access",,,,,,"UGE1-Retrieval-ZIA","",,,,"us-gov-east-1","Amazon Simple Storage Service",
"USGUTP2JY23N9GH2","JRTCKXETXF","USGUTP2JY23N9GH2.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.025 per GB - first 50 TB / month of storage used","2023-07-01","0","51200","GB-Mo","0.0250000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APS3-TimedStorage-ByteHrs","","99.999999999%",,,"ap-south-1","Amazon Simple Storage Service",
"USGUTP2JY23N9GH2","JRTCKXETXF","USGUTP2JY23N9GH2.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.024 per GB - next 450 TB / month of storage used","2023-07-01","51200","512000","GB-Mo","0.0240000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APS3-TimedStorage-ByteHrs","","99.999999999%",,,"ap-south-1","Amazon Simple Storage Service",
"USGUTP2JY23N9GH2","JRTCKXETXF","USGUTP2JY23N9GH2.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.023 per GB - storage used / month over 500 TB","2023-07-01","512000","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Mumbai)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APS3-TimedStorage-ByteHrs","","99.999999999%",,,"ap-south-1","Amazon Simple Storage Service",
"USHJ4R4N87XUG8ER","JRTCKXETXF","USHJ4R4N87XUG8ER.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Middle East (UAE) Data Transfer for Replication Time Control to EU (Ireland)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Middle East (UAE)","AWS Region","EU (Ireland)","AWS Region","MEC1-EU-S3RTC-Out-Bytes","",,"me-central-1",,,"Amazon Simple Storage Service","eu-west-1"
"USJ2UF886DSNEVQ6","JRTCKXETXF","USJ2UF886DSNEVQ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0054 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:INTAAObjectOverhead in AWS GovCloud (US-East)","2023-07-01","0","Inf","Gigabyte Month","0.0054000000","USD","Storage","AmazonS3","AWS GovCloud (US-East)","AWS Region","N/A","Intelligent-Tiering","INTAAObjectOverhead",,,,,,,,,,"UGE1-TimedStorage-INT-AA-ByteHrs","INTAAObjectOverhead","N/A",,,"us-gov-east-1","Amazon Simple Storage Service",
"USJ3ZYZH4EGWRX5Z","JRTCKXETXF","USJ3ZYZH4EGWRX5Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","EUC1-APE1-S3RTC-Out-Bytes","",,"eu-central-1",,,"Amazon Simple Storage Service","ap-east-1"
"USQRXKZKBTSQTMN2","JRTCKXETXF","USQRXKZKBTSQTMN2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0045 per GB / month of storage used - Amazon Glacier","2023-07-01","0","Inf","GB-Mo","0.0045000000","USD","Storage","AmazonS3","Asia Pacific (Sydney)","AWS Region","N/A","Archive","Amazon Glacier",,,,,,,,,,"APS2-TimedStorage-GlacierByteHrs","","99.999999999%",,"Staging Storage 1","ap-southeast-2","Amazon Simple Storage Service",
"USUKP5XG3Q5ZSH7S","JRTCKXETXF","USUKP5XG3Q5ZSH7S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.023 per GB-Month of storage used in GlacierStagingStorage","2023-07-01","0","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Canada (Central)","AWS Region","N/A","Archive","Amazon Glacier Staging",,,,,,,,,,"CAN1-TimedStorage-GlacierStaging","","99.999999999%",,"Staging Storage","ca-central-1","Amazon Simple Storage Service",
"USV4N3HVKG9JUS2H","JRTCKXETXF","USV4N3HVKG9JUS2H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for S3-DT-InterRegion Outbound","2023-07-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Amazon CloudFront","AWS Edge Location","EU-CloudFront-Out-Bytes","",,"eu-west-1",,,"Amazon Simple Storage Service",""
